BOROUGH CODE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LATITUDE,LONGITUDE,GROUPED CATEGORY
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3266,45,,A5,303 MAJOR AVE,,10305.0,1.0,0.0,1.0,2500.0,1327.0,2002.0,1,A5,860000,2022-11-01,40.5977131,-74.07276499999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3267,71,,A5,290 MAJOR AVENUE,,10305.0,1.0,0.0,1.0,2475.0,1600.0,2001.0,1,A5,765000,2023-01-18,40.59748219999999,-74.07215699999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3268,3,,A2,379 MCCLEAN AVE,,10305.0,1.0,0.0,1.0,4040.0,716.0,1920.0,1,A2,250000,2023-01-24,40.5961375,-74.0733272,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3268,18,,A5,53 HICKORY AVENUE,,10305.0,1.0,0.0,1.0,2400.0,1232.0,2004.0,1,A5,785000,2022-12-16,40.596390899999996,-74.0738205,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3268,62,,A2,36 LINWOOD AVENUE,,10305.0,1.0,0.0,1.0,6000.0,1191.0,1950.0,1,A2,728000,2022-06-30,40.5966231,-74.0735452,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3268,65,,A5,40 LINWOOD AVENUE,,10305.0,1.0,0.0,1.0,4000.0,1300.0,1987.0,1,A5,617000,2022-06-13,40.596532700000004,-74.07345339999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3269,14,,A2,77 BIONIA AVENUE,,10305.0,1.0,0.0,1.0,4500.0,840.0,1970.0,1,A2,670000,2023-01-11,40.595965500000005,-74.0746466,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3269,83,,A2,48 HICKORY AVENUE,,10305.0,1.0,0.0,1.0,4000.0,1000.0,1960.0,1,A2,565000,2022-06-15,40.59626859999999,-74.07432539999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3275,62,,A5,110 LINWOOD AVENUE,,10305.0,1.0,0.0,1.0,3000.0,1732.0,1988.0,1,A5,560038,2022-12-07,40.5947064,-74.07230609999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3275,64,,A5,112 LINWOOD AVENUE,,10305.0,1.0,0.0,1.0,3000.0,1732.0,1986.0,1,A5,810000,2022-10-31,40.59463700000001,-74.07229470000001,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3347,36,,A2,7 LACONIA AVENUE,,10305.0,1.0,0.0,1.0,4095.0,1196.0,1955.0,1,A2,379740,2022-08-31,40.595317200000004,-74.08432940000002,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3349,12,,A5,112 QUINTARD STREET,,10305.0,1.0,0.0,1.0,2923.0,1200.0,1989.0,1,A5,450000,2022-12-22,40.5942511,-74.0833959,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3351,70,,A6,131 LACONIA AVENUE,,10305.0,1.0,0.0,1.0,5225.0,448.0,1935.0,1,A6,450000,2022-08-04,40.592002799999996,-74.08574039999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3352,19,,A2,100 LACONIA AVENUE,,10305.0,1.0,0.0,1.0,4018.0,768.0,1935.0,1,A2,808000,2022-08-29,40.59276879999999,-74.0849259,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3353,39,,A5,51 RUTH PLACE,,10305.0,1.0,0.0,1.0,4250.0,1394.0,1985.0,1,A5,655000,2022-06-10,40.592147600000004,-74.08242840000001,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3354,111,,A5,42 XENIA STREET,,10305.0,1.0,0.0,1.0,2200.0,1108.0,1960.0,1,A5,370000,2022-12-21,40.591238,-74.08318100000001,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3361,104,,A2,240 EVERGREEN AVENUE,,10305.0,1.0,0.0,1.0,4515.0,1116.0,1960.0,1,A2,615000,2022-08-25,40.590063,-74.0857613,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3361,176,,A2,405 BURGHER AVENUE,,10305.0,1.0,0.0,1.0,4200.0,1116.0,1960.0,1,A2,660000,2022-12-16,40.5895718,-74.0855349,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3370,15,,A2,415 ATLANTIC AVENUE,,10305.0,1.0,0.0,1.0,4400.0,1080.0,1960.0,1,A2,742000,2022-07-25,40.5890501,-74.08622500000001,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3370,33,,A2,382 BURGHER AVENUE,,10305.0,1.0,0.0,1.0,4500.0,1080.0,1960.0,1,A2,499000,2022-07-20,40.589560299999995,-74.0865443,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3374,4,,A5,435 DELAWARE AVENUE,,10305.0,1.0,0.0,1.0,2500.0,1531.0,2022.0,1,A5,783034,2023-03-15,40.587353799999995,-74.08664739999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3374,6,,A5,433 DELAWARE AVENUE,,10305.0,1.0,0.0,1.0,2500.0,1531.0,2022.0,1,A5,804418,2023-03-06,40.58765289999999,-74.0867256,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3377,16,,A2,405 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,4000.0,1078.0,1955.0,1,A2,599995,2023-02-23,40.5865429,-74.08855109999999,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3377,52,,A5,432 ALTER AVENUE,,10305.0,1.0,0.0,1.0,2516.0,1400.0,1965.0,1,A5,637000,2022-09-22,40.587077799999996,-74.08806799999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,25,,A5,371 GARRETSON AVENUE,,10305.0,1.0,0.0,1.0,2436.0,1280.0,1970.0,1,A5,695000,2022-07-27,40.586264,-74.089626,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,39,,A1,406 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,2910.0,960.0,1920.0,1,A1,350000,2022-11-28,40.586274100000004,-74.0888178,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,39,,A1,406 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,2910.0,960.0,1920.0,1,A1,350000,2022-11-28,40.586274100000004,-74.0888178,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,39,,A1,406 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,2910.0,960.0,1920.0,1,A1,350000,2023-01-25,40.586274100000004,-74.0888178,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,39,,A1,406 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,2910.0,960.0,1920.0,1,A1,350000,2023-01-25,40.586274100000004,-74.0888178,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,78,,A5,321 GARRETSON AVENUE,,10305.0,1.0,0.0,1.0,2646.0,1120.0,1991.0,1,A5,658000,2022-06-02,40.5869709,-74.09097159999999,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3378,112,,A5,374 CROMWELL AVENUE,,10305.0,1.0,0.0,1.0,2100.0,1260.0,2021.0,1,A5,763688,2022-07-07,40.5866787,-74.08979000000001,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3390,16,,A5,211 QUINTARD STREET,,10305.0,1.0,0.0,1.0,2100.0,1200.0,1999.0,1,A5,729000,2022-07-28,40.5923951,-74.0815187,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3390,23,,A5,173 QUINTARD STREET,,10305.0,1.0,0.0,1.0,2450.0,756.0,1987.0,1,A5,445000,2022-07-18,40.592770200000004,-74.0817934,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3390,30,,A2,88 REID AVENUE,,10305.0,1.0,0.0,1.0,4560.0,832.0,1925.0,1,A2,200000,2022-06-07,40.5930646,-74.0818055,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3391,29,,A2,38 REID AVENUE,,10305.0,1.0,0.0,1.0,2280.0,512.0,1925.0,1,A2,265000,2022-10-26,40.593669,-74.08025669999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3392,20,,A2,85 OBERLIN STREET,,10305.0,1.0,0.0,1.0,4320.0,960.0,1955.0,1,A2,663888,2023-03-09,40.5936317,-74.079511,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3393,84,,A5,24 CAMERON AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1200.0,1995.0,1,A5,600000,2023-02-24,40.592835,-74.079173,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3393,130,,A5,63B SCOTT AVENUE,,10305.0,1.0,0.0,1.0,1500.0,1200.0,1993.0,1,A5,578000,2022-10-04,40.592177,-74.080209,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3394,39,,A5,255 QUINTARD STREET,,10305.0,1.0,0.0,1.0,2131.0,1240.0,1975.0,1,A5,550000,2023-02-06,40.591289399999994,-74.08085249999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3394,63,,A5,58 SCOTT AVENUE,,10305.0,1.0,0.0,1.0,2188.0,1260.0,2003.0,1,A5,750000,2022-07-08,40.591902600000004,-74.07987810000002,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3394,73,,A5,38 SCOTT AVENUE,,10305.0,1.0,0.0,1.0,1500.0,1200.0,2004.0,1,A5,700000,2023-02-08,40.592090999999996,-74.079247,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,19,,A5,37 NUGENT AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1248.0,2006.0,1,A5,595000,2022-07-28,40.591244,-74.078715,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,19,,A5,37 NUGENT AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1248.0,2006.0,1,A5,595000,2022-07-28,40.591244,-74.078715,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,19,,A5,37 NUGENT AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1248.0,2006.0,1,A5,690000,2022-10-19,40.591244,-74.078715,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,19,,A5,37 NUGENT AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1248.0,2006.0,1,A5,690000,2022-10-19,40.591244,-74.078715,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3395,99,,A5,282 NORWAY AVENUE,,10305.0,1.0,0.0,1.0,950.0,1800.0,1988.0,1,A5,530000,2022-05-09,40.59165489999999,-74.077683,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3396,23,,A5,316B NORWAY AVENUE,,10305.0,1.0,0.0,1.0,1350.0,1008.0,1999.0,1,A5,598000,2022-06-13,40.590889000000004,-74.07725099999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3397,23,,A2,24 VULCAN STREET,,10305.0,1.0,0.0,1.0,4000.0,384.0,1910.0,1,A2,465000,2022-06-16,40.590355100000004,-74.0783064,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3397,44,,A5,33 WINFIELD STREET,,10305.0,1.0,0.0,1.0,2000.0,1200.0,1999.0,1,A5,635000,2022-07-20,40.5902551,-74.0786763,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3397,47,,A2,29 WINFIELD STREET,,10305.0,1.0,0.0,1.0,3000.0,400.0,1920.0,1,A2,480000,2023-04-20,40.5903214,-74.0788226,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3398,65,,A5,323 QUINTARD STREET,,10305.0,1.0,0.0,1.0,2500.0,1440.0,1994.0,1,A5,550000,2023-01-10,40.5901864,-74.0800617,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3400,11,,S1,280 SAND LANE,,10305.0,1.0,1.0,2.0,5312.0,1600.0,1945.0,1,S1,960000,2022-08-31,40.592453000000006,-74.0684053,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3403,16,,A2,20 ORLANDO STREET,,10305.0,1.0,0.0,1.0,2380.0,596.0,1925.0,1,A2,370000,2022-05-26,40.592262100000006,-74.07082609999998,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3410,46,,A5,70 WENTWORTH AVENUE,,10305.0,1.0,0.0,1.0,2000.0,1581.0,2001.0,1,A5,645000,2022-09-27,40.590649400000004,-74.0714686,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3411,92,,A1,27 MC LAUGHLIN STREET,,10305.0,1.0,0.0,1.0,4600.0,984.0,1940.0,1,A1,495000,2022-08-25,,,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3412,72,,A1,63 PEARSALL STREET,,10305.0,1.0,0.0,1.0,4000.0,875.0,1930.0,1,A1,669000,2022-10-07,40.5896356,-74.0736036,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3412,81,,A2,47 PEARSALL STREET,,10305.0,1.0,0.0,1.0,4000.0,704.0,1925.0,1,A2,438000,2023-02-21,40.5901196,-74.0738205,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3412,196,,A5,21B PEARSALL STREET,,10305.0,1.0,0.0,1.0,1400.0,1200.0,2004.0,1,A5,640001,2022-09-28,40.5908682,-74.0741877,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3419,3,,A2,306 OLYMPIA BOULEVARD,,10305.0,1.0,0.0,1.0,2580.0,801.0,1915.0,1,A2,250000,2023-01-25,40.5897581,-74.077641,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3419,30,,A5,88 VULCAN STREET,,10305.0,1.0,0.0,1.0,2300.0,1290.0,2005.0,1,A5,675000,2023-03-07,40.5893543,-74.0761495,Single-family home
5,STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3419,42,,A5,125 WINFIELD STREET,,10305.0,1.0,0.0,1.0,2200.0,1408.0,1999.0,1,A5,205842,2023-04-11,40.5889297,-74.0760845,Single-family home
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3110,22,,B2,253 SAND LANE,,10305.0,2.0,0.0,2.0,5000.0,1496.0,1920.0,1,B2,785000,2022-10-13,40.59364179999999,-74.06853149999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3122,177,,B2,27 SAND COURT,,10305.0,2.0,0.0,2.0,4674.0,3819.0,2003.0,1,B2,1075000,2022-08-03,,,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3124,255,,B3,145 JACKSON AVENUE,,10305.0,2.0,0.0,2.0,2409.0,1531.0,1940.0,1,B3,750000,2022-05-11,40.594335,-74.0644585,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3239,6,,B3,30 KENSINGTON AVENUE,,10305.0,2.0,0.0,2.0,4000.0,2162.0,1940.0,1,B3,650000,2022-05-06,40.5975878,-74.0782605,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3251,4,,B2,153 KENSINGTON AVENUE,,10305.0,2.0,0.0,2.0,4280.0,2536.0,2021.0,1,B2,1099710,2022-12-07,40.594753000000004,-74.0759315,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3254,52,,B3,273 LAMPORT BOULEVARD,,10305.0,2.0,0.0,2.0,4000.0,770.0,1935.0,1,B3,408000,2022-10-03,40.59214619999999,-74.07528909999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3276,3,,B2,99 FOCH AVENUE,,10305.0,2.0,0.0,2.0,4000.0,1846.0,1920.0,1,B2,378000,2022-09-09,40.5941131,-74.07304040000001,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3276,18,,B3,139 BIONIA AVENUE,,10305.0,2.0,0.0,2.0,4000.0,748.0,1965.0,1,B3,720000,2022-08-10,40.5943908,-74.07363699999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3280,3,,B3,15 CAMBRIA STREET,,10305.0,2.0,0.0,2.0,6400.0,1344.0,1920.0,1,B3,950000,2022-05-11,40.59417020000001,-74.07069990000001,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3280,42,,B2,58 FOCH AVENUE,,10305.0,2.0,0.0,2.0,3360.0,2520.0,2008.0,1,B2,1180000,2022-05-27,40.5942156,-74.07129650000002,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3347,46,,B2,25 LACONIA AVE,,10305.0,2.0,0.0,2.0,3800.0,1664.0,1925.0,1,B2,860000,2022-05-12,40.594820500000004,-74.08465059999999,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3350,53,,B9,101 JEROME ROAD,,10305.0,2.0,0.0,2.0,3000.0,1600.0,1991.0,1,B9,800000,2022-05-04,40.593104600000004,-74.0862108,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3360,1,,B2,369 BURGHER AVENUE,,10305.0,2.0,0.0,2.0,5500.0,1924.0,1960.0,1,B2,880000,2023-03-09,40.5901055,-74.0865929,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3373,37,,B9,358 DELAWARE AVENUE,,10305.0,2.0,0.0,2.0,3065.0,3047.0,1987.0,1,B9,768000,2022-11-29,40.5884289,-74.08922790000001,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3379,60,,B9,375 SEAVIEW AVENUE,,10305.0,2.0,0.0,2.0,2500.0,1408.0,2004.0,1,B9,760000,2022-05-27,40.585609000000005,-74.0894115,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3395,86,,B1,20 APPLEBY AVENUE,,10305.0,2.0,0.0,2.0,4500.0,2112.0,1930.0,1,B1,890000,2022-10-03,40.5917407,-74.07818019999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3396,12,,B2,12 NUGENT AVENUE,,10305.0,2.0,0.0,2.0,5940.0,2640.0,1915.0,1,B2,679900,2022-10-19,40.5911663,-74.07767539999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3401,20,,B2,19 BALFOUR STREET,,10305.0,2.0,0.0,2.0,5300.0,3150.0,2018.0,1,B2,930000,2023-02-03,40.5921825,-74.06950669999998,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3412,21,,B2,30 MC LAUGHLIN STREET,,10305.0,2.0,0.0,2.0,6000.0,2092.0,1905.0,1,B2,830000,2022-08-08,,,Duplex
5,STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,1,3500,114,,B9,481R FR CAPODANNO BLVD,,10305.0,2.0,0.0,2.0,4024.0,1118.0,2004.0,1,B9,825000,2023-04-07,40.585848999999996,-74.071513,Duplex
5,STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,3377,1,,C0,435 CROMWELL AVENUE,,10305.0,3.0,0.0,3.0,4200.0,3584.0,1930.0,1,C0,925000,2022-12-15,40.586071600000004,-74.0876792,Multi-family home
5,STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,3397,20,,C0,16 VULCAN STREET,,10305.0,3.0,0.0,3.0,3000.0,2200.0,1925.0,1,C0,765000,2022-06-29,40.590611700000004,-74.07840959999999,Multi-family home
5,STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,3402,5,,C0,50 OLYMPIA BOULEVARD,,10305.0,3.0,0.0,3.0,5000.0,2224.0,1905.0,1,C0,832000,2023-02-10,40.5926925,-74.0701033,Multi-family home
5,STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,3412,41,,C0,70 MC LAUGHLIN STREET,,10305.0,3.0,0.0,3.0,4000.0,2000.0,2017.0,1,C0,894000,2022-11-09,,,Multi-family home
5,STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,3412,41,,C0,70 MC LAUGHLIN STREET,,10305.0,3.0,0.0,3.0,4000.0,2000.0,2017.0,1,C0,894000,2022-11-09,,,Multi-family home
5,STATEN ISLAND,SOUTH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,3284,74,,C2,210 SAND LANE,,10305.0,6.0,0.0,6.0,3500.0,3640.0,1932.0,2,C2,1420000,2022-05-24,40.5942535,-74.069369,Apartment
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,506,64,,A1,79 CLINTON STREET,,10304.0,1.0,0.0,1.0,5980.0,1087.0,1930.0,1,A1,125000,2023-04-14,40.63289169999999,-74.0785473,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,518,83,,A5,43 SMITH TERRACE,,10304.0,1.0,0.0,1.0,2485.0,1798.0,1999.0,1,A5,329550,2022-09-06,40.62857279999999,-74.08139249999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,520,15,,A1,534 VAN DUZER STREET,,10304.0,1.0,0.0,1.0,3690.0,1767.0,2007.0,1,A1,605000,2022-07-18,40.6269537,-74.08383609999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,521,106,,A5,86 BEACH STREET,,10304.0,1.0,0.0,1.0,2258.0,1080.0,2000.0,1,A5,390390,2022-10-28,40.6283251,-74.07901770000002,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,522,67,,A1,100 WRIGHT STREET,,10304.0,1.0,0.0,1.0,5568.0,1094.0,1905.0,1,A1,392000,2022-06-27,40.6276047,-74.0794651,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,526,52,,A1,160 CANAL STREET,,10304.0,1.0,0.0,1.0,3374.0,1665.0,1931.0,1,A1,480000,2022-11-18,40.625800700000006,-74.078411,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,75,,A5,19 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1000.0,1989.0,1,A5,255000,2022-11-04,40.625485299999994,-74.08055499999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,75,,A5,19 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1000.0,1989.0,1,A5,255000,2022-11-04,40.625485299999994,-74.08055499999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,75,,A5,19 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1000.0,1989.0,1,A5,395000,2023-03-29,40.625485299999994,-74.08055499999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,75,,A5,19 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1000.0,1989.0,1,A5,395000,2023-03-29,40.625485299999994,-74.08055499999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,88,,A5,44 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1720.0,1989.0,1,A5,330000,2022-08-26,40.6260283,-74.08012769999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,88,,A5,44 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1720.0,1989.0,1,A5,330000,2022-08-26,40.6260283,-74.08012769999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,88,,A5,44 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1720.0,1989.0,1,A5,450000,2023-04-04,40.6260283,-74.08012769999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,88,,A5,44 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1080.0,1720.0,1989.0,1,A5,450000,2023-04-04,40.6260283,-74.08012769999998,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,98,,A9,163 BOYD STREET,,10304.0,1.0,0.0,1.0,1188.0,1408.0,1989.0,1,A9,340000,2022-06-24,40.625780400000004,-74.0807959,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,527,165,,A9,35 TAPPEN COURT,,10304.0,1.0,0.0,1.0,1562.0,880.0,1989.0,1,A9,438000,2022-11-16,40.6256657,-74.08018790000001,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,528,50,,A1,710 BAY STREET,,10304.0,1.0,0.0,1.0,6000.0,2018.0,1899.0,1,A1,900000,2022-06-27,40.624675,-74.074876,Single-family home
5,STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,1,531,7,,A1,86 HARRISON STREET,,10304.0,1.0,0.0,1.0,3125.0,1472.0,1905.0,1,A1,415000,2022-10-14,40.6234977,-74.0772968,Single-family home
