BOROUGH CODE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5022,60,,A1,4153 MURDOCK AVENUE,,10466.0,1.0,0.0,1.0,2500.0,1550.0,1930.0,1,A1,600000,2022-09-21
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5024,8,,A5,4229 WILDER AVENUE,,10466.0,1.0,0.0,1.0,2314.0,1440.0,1950.0,1,A5,540600,2023-02-27
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5026,67,,A5,4120 MURDOCK AVENUE,,10466.0,1.0,0.0,1.0,1600.0,1408.0,1945.0,1,A5,520000,2022-08-08
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5026,89,,A5,4152 MURDOCK AVENUE,,10466.0,1.0,0.0,1.0,1958.0,690.0,1950.0,1,A5,380000,2022-10-05
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5028,33,,A5,4106 MONTICELLO AVENUE,,10466.0,1.0,0.0,1.0,1065.0,1600.0,1965.0,1,A5,672500,2022-09-28
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5040,32,,S1,634 NEREID AVENUE,,10470.0,1.0,1.0,2.0,2500.0,2211.0,1925.0,1,S1,732500,2022-10-26
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5044,42,,A5,740 EAST 237TH STREET,,10466.0,1.0,0.0,1.0,1728.0,1813.0,1960.0,1,A5,520000,2022-11-03
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5044,51,,A1,4335 BYRON,,10466.0,1.0,0.0,1.0,2375.0,1132.0,1925.0,1,A1,410000,2022-10-19
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5050,44,,A1,4363 GUNTHER AVE,,10466.0,1.0,0.0,1.0,2947.0,945.0,1925.0,1,A1,310000,2022-12-23
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5051,30,,A1,4344 GUNTHER AVENUE,,10466.0,1.0,0.0,1.0,2338.0,1925.0,1940.0,1,A1,625000,2022-11-09
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5052,58,,A1,4373 BRUNER AVENUE,,10466.0,1.0,0.0,1.0,2435.0,1184.0,1925.0,1,A1,400000,2022-11-23
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5053,25,,A1,4352 BRUNER AVENUE,,10466.0,1.0,0.0,1.0,2435.0,1184.0,1925.0,1,A1,519000,2023-02-27
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5053,81,,A1,4325 ELY AVENUE,,10466.0,1.0,0.0,1.0,4750.0,1080.0,1935.0,1,A1,405000,2022-06-14
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5054,49,,A2,4375 GRACE AVENUE,,10466.0,1.0,0.0,1.0,3325.0,1430.0,1925.0,1,A2,565000,2022-07-08
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5055,14,,A1,4332 GRACE AVENUE,,10466.0,1.0,0.0,1.0,2435.0,1896.0,1925.0,1,A1,540000,2022-11-04
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5067,28,,A5,4460 CARPENTER AVENUE,,10470.0,1.0,0.0,1.0,1900.0,1870.0,1940.0,1,A5,560000,2022-10-14
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5071,39,,A1,4449 BYRON AVENUE,,10466.0,1.0,0.0,1.0,1697.0,1683.0,1940.0,1,A1,588000,2023-03-09
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5074,58,,A5,4569 BRONX BOULEVARD,,10470.0,1.0,0.0,1.0,2450.0,1152.0,1950.0,1,A5,575000,2022-09-20
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5079,29,,A5,4634 CARPENTER AVENUE,,10470.0,1.0,0.0,1.0,2850.0,1621.0,1960.0,1,A5,550000,2023-01-13
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5079,34,,A5,4642 CARPENTER AVE,,10470.0,1.0,0.0,1.0,1800.0,1467.0,1960.0,1,A5,300000,2022-07-06
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5079,34,,A5,4642 CARPENTER AVENUE,,10470.0,1.0,0.0,1.0,1800.0,1467.0,1960.0,1,A5,615000,2023-01-26
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5091,18,,A1,4426 BRUNER AVENUE,,10466.0,1.0,0.0,1.0,2435.0,1122.0,1925.0,1,A1,601000,2022-10-05
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5092,9,,A1,1903 NEREID AVE,,10466.0,1.0,0.0,1.0,2123.0,1064.0,1925.0,1,A1,500000,2023-02-28
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5093,29,,A1,4427 EDSON AVENUE,,10466.0,1.0,0.0,1.0,2435.0,1152.0,1925.0,1,A1,525000,2022-07-01
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5097,26,,A2,4454 MURDOCK AVENUE,,10466.0,1.0,0.0,1.0,3502.0,1082.0,1910.0,1,A2,649000,2022-08-30
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5113,29,,A1,4746 WHITE PLAINS ROAD,,10470.0,1.0,0.0,1.0,2661.0,2274.0,1930.0,1,A1,2058200,2022-12-23
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5119,96,,A5,4831 WILDER AVENUE,,10470.0,1.0,0.0,1.0,2000.0,1665.0,1945.0,1,A5,560000,2022-06-16
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5121,6,,A1,855 CRANFORD AVENUE,,10466.0,1.0,0.0,1.0,2576.0,1364.0,1930.0,1,A1,590000,2022-05-25
2,BRONX,WAKEFIELD,01 ONE FAMILY DWELLINGS,1,5122,17,,A2,4530 MURDOCK AVENUE,,10466.0,1.0,0.0,1.0,3300.0,1180.0,1920.0,1,A2,565000,2022-07-29
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,4994,60,,B1,646 EAST 234 STREET,,10466.0,2.0,0.0,2.0,3785.0,2772.0,1930.0,1,B1,860000,2022-11-30
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,4994,66,,B1,658 EAST 234 STREET,,10466.0,2.0,0.0,2.0,3900.0,2772.0,1930.0,1,B1,810000,2022-12-30
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,4998,59,,S2,4230 WHITE PLAINS ROAD,,10466.0,2.0,1.0,3.0,1812.0,3432.0,1925.0,1,S2,275000,2022-11-28
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,4998,79,,B1,732 EAST 235 STREET,,10466.0,2.0,0.0,2.0,3429.0,1724.0,1940.0,1,B1,555000,2022-07-26
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5002,22,,B1,4127 DIGNEY AVENUE,,10466.0,2.0,0.0,2.0,2578.0,1782.0,1954.0,1,B1,510000,2023-04-04
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5003,19,,B3,4141 BOYD AVENUE,,10466.0,2.0,0.0,2.0,2035.0,1212.0,1925.0,1,B3,360000,2022-09-19
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5003,19,,B3,4141 BOYD AVENUE,,10466.0,2.0,0.0,2.0,2035.0,1212.0,1925.0,1,B3,695000,2022-12-22
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5007,43,,B2,4221 GUNTHER AVENUE,,10466.0,2.0,0.0,2.0,2324.0,1860.0,1925.0,1,B2,480000,2023-04-14
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5010,17,,B3,4155 ELY AVENUE,,10466.0,2.0,0.0,2.0,2557.0,1682.0,1955.0,1,B3,499000,2022-11-16
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5010,60,,B3,4120 BRUNER AVENUE,,10466.0,2.0,0.0,2.0,2500.0,1346.0,1930.0,1,B3,525000,2022-11-18
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5013,15,,B1,4229 ELY AVENUE,,10466.0,2.0,0.0,2.0,2375.0,2207.0,1935.0,1,B1,850000,2022-05-11
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5016,66,,B3,4126 EDSON AVENUE,,10466.0,2.0,0.0,2.0,2500.0,1815.0,1950.0,1,B3,642000,2022-06-22
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5016,67,,B3,4128 EDSON AVENUE,,10466.0,2.0,0.0,2.0,2500.0,1815.0,1950.0,1,B3,700000,2023-04-18
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5016,89,,B2,4172 EDSON AVENUE,,10466.0,2.0,0.0,2.0,3750.0,2160.0,1925.0,1,B2,650000,2022-08-10
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5020,79,,B1,4135C DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,2375.0,2160.0,2017.0,1,B1,999999,2022-06-24
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5020,80,,B1,41-35B DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,2375.0,2160.0,2017.0,1,B1,999999,2022-08-03
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5021,17,,B3,4138 DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,3911.0,1584.0,1955.0,1,B3,745000,2022-10-13
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5021,90,,B3,4117 WILDER AVE,,10466.0,2.0,0.0,2.0,2565.0,1909.0,1950.0,1,B3,350000,2022-05-02
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5021,90,,B3,4117 WILDER AVE,,10466.0,2.0,0.0,2.0,2565.0,1909.0,1950.0,1,B3,925000,2023-01-19
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5026,41,,B1,4123 HILL AVENUE,,10466.0,2.0,0.0,2.0,1892.0,1890.0,1960.0,1,B1,775000,2023-04-17
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5037,11,,B2,4329 MATILDA AVENUE,,10466.0,2.0,0.0,2.0,2500.0,2280.0,1925.0,1,B2,590000,2022-05-11
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5038,35,,B3,4306 MATILDA AVENUE,,10466.0,2.0,0.0,2.0,2500.0,2980.0,1920.0,1,B3,470000,2022-11-04
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5038,41,,B2,4320 MATILDA AVE,,10466.0,2.0,0.0,2.0,2500.0,2236.0,1901.0,1,B2,263640,2022-09-29
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5039,72,,B2,684 EAST 237TH STREET,,10466.0,2.0,0.0,2.0,3000.0,1932.0,1920.0,1,B2,560000,2022-07-06
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5040,16,,B2,4372 CARPENTER AVENUE,,10466.0,2.0,0.0,2.0,2375.0,2522.0,1901.0,1,B2,840000,2022-11-28
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5044,53,,B2,4331 BYRON AVENUE,,10466.0,2.0,0.0,2.0,2375.0,2280.0,1910.0,1,B2,600000,2022-08-29
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5045,5,,S2,769 EAST 236 STREET,,10466.0,2.0,1.0,3.0,1984.0,2096.0,1930.0,1,S2,725000,2022-06-23
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5045,39,,B1,750 EAST 237 STREET,,10466.0,2.0,0.0,2.0,1842.0,1980.0,1965.0,1,B1,615000,2023-01-31
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5049,42,,B2,4334 BARNES,,10466.0,2.0,0.0,2.0,2613.0,2584.0,1920.0,1,B2,638000,2022-10-28
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5049,65,,B3,4325 BOYD AVENUE,,10466.0,2.0,0.0,2.0,4208.0,2340.0,1910.0,1,B3,733000,2022-07-08
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5049,68,,B1,4323 BOYD AVENUE,,10466.0,2.0,0.0,2.0,4876.0,4137.0,1910.0,1,B1,235000,2022-11-14
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5049,78,,B1,4301 BOYD,,10466.0,2.0,0.0,2.0,1848.0,2128.0,1965.0,1,B1,725000,2022-08-09
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5050,54,,B3,4349 GUNTHER AVENUE,,10466.0,2.0,0.0,2.0,2435.0,2573.0,1940.0,1,B3,685000,2022-06-01
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5051,12,,B3,4322 GUNTHER AVENUE,,10466.0,2.0,0.0,2.0,2338.0,1280.0,1930.0,1,B3,342800,2023-02-16
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5052,1,,B1,1801 PITMAN AVENUE,,10466.0,2.0,0.0,2.0,2328.0,3212.0,1965.0,1,B1,815000,2022-07-13
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5053,89,,B3,4313 ELY AVENUE,,10466.0,2.0,0.0,2.0,1710.0,1485.0,1955.0,1,B3,535000,2023-04-11
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5056,23,,B2,4348 EDSON AVENUE,,10466.0,2.0,0.0,2.0,2317.0,2862.0,1925.0,1,B2,870000,2022-08-24
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5058,9,,B3,4310 DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,1795.0,1440.0,1920.0,1,B3,575000,2022-06-17
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5058,10,,B1,4312 DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,2454.0,3375.0,2003.0,1,B1,890000,2022-09-19
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5058,16,,B1,4326 DE REIMER AVENUE,,10466.0,2.0,0.0,2.0,1785.0,1248.0,1928.0,1,B1,490000,2023-01-09
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5058,66,,B1,4329 WILDER,,10466.0,2.0,0.0,2.0,2125.0,1574.0,1945.0,1,B1,390000,2022-08-10
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5058,66,,B1,4329 WILDER AVENUE,,10466.0,2.0,0.0,2.0,2125.0,1574.0,1945.0,1,B1,705000,2023-03-27
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5059,30,,B1,4360 WILDER AVENUE,,10466.0,2.0,0.0,2.0,2438.0,1955.0,2006.0,1,B1,800000,2022-11-15
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5068,74,,B1,663 NEREID AVENUE,,10470.0,2.0,0.0,2.0,1800.0,2080.0,1950.0,1,B1,650000,2022-09-14
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5074,54,,B1,558 EAST 240TH STREET,,10470.0,2.0,0.0,2.0,2381.0,2800.0,1965.0,1,B1,560000,2023-02-07
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5075,61,,B1,4573 CARPENTER AVENUE,,10470.0,2.0,0.0,2.0,1800.0,3186.0,2006.0,1,B1,850000,2022-10-12
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5075,73,,B3,4553 CARPENTER AVENUE,,10470.0,2.0,0.0,2.0,2500.0,1360.0,1925.0,1,B3,460000,2022-11-30
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5075,73,,B3,4553 CARPENTER AVENUE,,10470.0,2.0,0.0,2.0,2500.0,1360.0,1925.0,1,B3,670000,2023-03-29
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5080,59,,B3,4561 RICHARDSON AVENUE,,10470.0,2.0,0.0,2.0,2000.0,1750.0,1920.0,1,B3,675000,2022-05-12
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5081,58,,B2,690 EAST 240TH STREET,,10470.0,2.0,0.0,2.0,1250.0,1370.0,1925.0,1,B2,483500,2022-05-04
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5082,3,,B9,655 EAST 240 STREET,,10470.0,2.0,0.0,2.0,1800.0,1813.0,1950.0,1,B9,450000,2022-12-21
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5082,35,,B9,656 EAST 241 STREET,,10470.0,2.0,0.0,2.0,1350.0,1737.0,1960.0,1,B9,425000,2023-03-17
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5083,3,,B3,681 EAST 240TH,,10470.0,2.0,0.0,2.0,2200.0,2364.0,1910.0,1,B3,665000,2023-02-16
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5086,9,,B2,4518 BYRON AVE,,10466.0,2.0,0.0,2.0,3465.0,1917.0,1899.0,1,B2,570000,2022-05-17
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5095,5,,B1,4410 BAYCHESTER AVENUE,,10466.0,2.0,0.0,2.0,2500.0,3066.0,1950.0,1,B1,815000,2022-07-20
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5095,6,,B1,4414 BAYCHESTER AVENUE,,10466.0,2.0,0.0,2.0,2467.0,3066.0,1950.0,1,B1,810000,2022-06-28
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5095,122,,B2,4412 DE REIMER AVE,,10466.0,2.0,0.0,2.0,3950.0,2200.0,1920.0,1,B2,890000,2022-06-10
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5096,28,,B3,4460 WILDER AVENUE,,10466.0,2.0,0.0,2.0,1983.0,1369.0,1935.0,1,B3,405000,2023-02-16
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5099,10,,B3,4410 MONTICELLO,,10466.0,2.0,0.0,2.0,2458.0,1324.0,1925.0,1,B3,630000,2022-11-15
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5099,10,,B3,4410 MONTICELLO AVENUE,,10466.0,2.0,0.0,2.0,2458.0,1324.0,1925.0,1,B3,481265,2022-06-09
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5103,56,,B2,4753 CARPENTER AVE,,10470.0,2.0,0.0,2.0,2755.0,2024.0,1920.0,1,B2,520000,2022-11-30
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5103,56,,B2,4753 CARPENTER AVENUE,,10470.0,2.0,0.0,2.0,2755.0,2024.0,1920.0,1,B2,839000,2023-04-12
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5103,70,,B3,4733 CARPENTER AVE,,10470.0,2.0,0.0,2.0,5000.0,1120.0,1931.0,1,B3,560000,2023-03-10
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5106,80,,B1,4729 RICHARDSON AVENUE,,10470.0,2.0,0.0,2.0,2500.0,2232.0,1925.0,1,B1,816000,2022-08-15
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5106,89,,B2,4713 RICHARDSON AVENUE,,10470.0,2.0,0.0,2.0,5000.0,1424.0,1920.0,1,B2,675000,2022-07-22
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5107,56,,B1,675 EAST 241ST STREET,,10470.0,2.0,0.0,2.0,1681.0,2196.0,1925.0,1,B1,875000,2023-03-31
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5108,22,,B1,4822 ROBERTSON STREET,,10470.0,2.0,0.0,2.0,1942.0,1728.0,1960.0,1,B1,765000,2022-05-17
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5118,113,,B2,814 EAST 242ND STREET,,10470.0,2.0,0.0,2.0,2500.0,1968.0,1925.0,1,B2,625400,2022-12-21
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5118,184,,B1,4701 MURDOCK AVENUE,,10466.0,2.0,0.0,2.0,1875.0,1534.0,1935.0,1,B1,400100,2023-03-29
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5119,29,,B9,4810 MURDOCK AVE,,10470.0,2.0,0.0,2.0,5655.0,3507.0,1925.0,1,B9,825000,2023-02-01
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5123,16,,B2,908 CRANFORD AVENUE,,10466.0,2.0,0.0,2.0,2500.0,1504.0,1925.0,1,B2,700000,2022-12-30
2,BRONX,WAKEFIELD,02 TWO FAMILY DWELLINGS,1,5123,29,,B2,4511 MONTICELLO AVENUE,,10466.0,2.0,0.0,2.0,5670.0,1306.0,1920.0,1,B2,720000,2022-10-17
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5006,24,,C0,4256 DIGNEY AVENUE,,10466.0,3.0,0.0,3.0,3585.0,2875.0,1901.0,1,C0,925000,2022-07-21
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5019,46,,C0,4218 EDSON AVENUE,,10466.0,3.0,0.0,3.0,2185.0,3186.0,1935.0,1,C0,875000,2022-05-26
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5037,47,,C0,4336 CARPENTER AVENUE,,10466.0,3.0,0.0,3.0,3000.0,2454.0,1920.0,1,C0,749000,2022-06-07
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5050,37,,C0,4367 GUNTHER AVENUE,,10466.0,3.0,0.0,3.0,2972.0,2420.0,1925.0,1,C0,580000,2022-06-28
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5056,12,,C0,4328 EDSON AVENUE,,10466.0,3.0,0.0,3.0,2309.0,1908.0,1925.0,1,C0,800000,2023-03-24
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5058,93,,C0,2028 NEREID AVENUE,,10466.0,3.0,0.0,3.0,2200.0,2231.0,1940.0,1,C0,729000,2022-09-22
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5068,6,,C0,4416 MATILDA,,10470.0,3.0,0.0,3.0,2000.0,3300.0,1993.0,1,C0,890000,2022-10-13
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5111,7,,C0,726 CRANFORD AVE,,10470.0,3.0,0.0,3.0,3065.0,3744.0,2001.0,1,C0,1050000,2022-10-12
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5119,88,,C0,4820 BARNES AVENUE,,10470.0,3.0,0.0,3.0,2850.0,2787.0,2017.0,1,C0,1120000,2022-10-07
2,BRONX,WAKEFIELD,03 THREE FAMILY DWELLINGS,1,5119,93,,C0,4828 BARNES AVENUE,,10470.0,3.0,0.0,3.0,2880.0,2787.0,2017.0,1,C0,1200000,2022-11-21
2,BRONX,WAKEFIELD,07 RENTALS - WALKUP APARTMENTS,2A,5015,36,,C3,4131 EDSON AVENUE,,10466.0,4.0,0.0,4.0,2500.0,2600.0,1930.0,2,C3,852500,2023-01-17
2,BRONX,WAKEFIELD,07 RENTALS - WALKUP APARTMENTS,2A,5096,63,,C3,4419 MURDOCK AVENUE,,10466.0,4.0,0.0,4.0,3267.0,3830.0,1931.0,2,C3,875000,2023-03-23
2,BRONX,WAKEFIELD,21 OFFICE BUILDINGS,4,4998,56,,O2,4224 WHITE PLAINS ROAD,,10466.0,0.0,2.0,2.0,1852.0,3580.0,1925.0,4,O2,700000,2023-04-28
2,BRONX,WAKEFIELD,22 STORE BUILDINGS,4,5090,38,,K1,1783 NEREID AVE,,10466.0,0.0,1.0,1.0,1064.0,1015.0,1938.0,4,K1,525000,2022-05-27
2,BRONX,WAKEFIELD,22 STORE BUILDINGS,4,5090,39,,K1,1781 NEREID AVE,,10466.0,0.0,1.0,1.0,475.0,500.0,1963.0,4,K1,525000,2022-05-27
2,BRONX,WAKEFIELD,22 STORE BUILDINGS,4,5107,36,,K1,4711 WHITE PLAINS ROAD,,10470.0,0.0,3.0,3.0,3091.0,2508.0,1937.0,4,K1,2000000,2022-11-30
2,BRONX,WAKEFIELD,22 STORE BUILDINGS,4,5110,4,,K1,4827 WHITE PLAINS ROAD,,10470.0,0.0,1.0,1.0,1340.0,1550.0,1949.0,4,K1,550000,2022-05-24
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3830,75,,A1,2331 GLEASON AVENUE,,10462.0,1.0,0.0,1.0,5150.0,1640.0,1901.0,1,A1,380000,2022-12-29
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3831,86,,A5,2309 ELLIS AVENUE,,10462.0,1.0,0.0,1.0,1394.0,1260.0,1960.0,1,A5,575000,2022-06-13
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3832,68,,A5,2339 NEWBOLD AVENUE,,10462.0,1.0,0.0,1.0,1854.0,1890.0,1950.0,1,A5,600000,2022-07-22
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3848,100,,A1,1332 HERSCHELL STREET,,10461.0,1.0,0.0,1.0,5290.0,1661.0,1930.0,1,A1,775000,2023-04-12
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3978,10,,A9,2452 GLEBE AVENUE,,10461.0,1.0,0.0,1.0,2375.0,1462.0,1930.0,1,A9,670000,2022-08-15
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3979,62,,A1,2462 SAINT RAYMOND AVENUE,,10461.0,1.0,0.0,1.0,2233.0,1351.0,1901.0,1,A1,505000,2022-05-09
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3987,12,,A1,1534 OVERING STREET,,10461.0,1.0,0.0,1.0,2373.0,1190.0,1925.0,1,A1,557000,2023-01-05
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3987,15,,A1,1540 OVERING STREET,,10461.0,1.0,0.0,1.0,2373.0,1512.0,1935.0,1,A1,605000,2022-07-19
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3991,14,,A1,2354 MACLAY AVENUE,,10462.0,1.0,0.0,1.0,1968.0,1340.0,1910.0,1,A1,549000,2022-10-03
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3993,26,,A5,1655 HUBBELL STREET,,10461.0,1.0,0.0,1.0,1770.0,1764.0,1961.0,1,A5,635000,2023-03-27
2,BRONX,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3993,58,,A1,1651 SEDDON STREET,,10461.0,1.0,0.0,1.0,2240.0,1173.0,1925.0,1,A1,690000,2022-10-11
